,Price,Title,News,品牌,商品名称,商品编号,商品毛重,商品产地,NVMe协议,NVMe读速,容量,接口,包装清单,系列,型号,顺序写入,缓存,顺序读速,工作温度,TBW,产品尺寸,保存温度,好评度,评价特性,闪存类型,货号,店铺,特征特质,传输速度,外壳材质,颜色,连续写速,连续读速,指示灯,系统,优选服务,转速,硬盘尺寸,硬盘类型,特性,最大写入速度,钥匙孔,最大读取速度,产品净重（g）
620,959.00,联想（LENOVO） 原厂固态硬盘M.2 2280 NVME 4.0固态拯救者Y7000 R9000 PM9A1 1T PCIE 4.0固态 游戏本扩容升级联想售后联保三年,, 联想（LENOVO）,联想（LENOVO） 原厂固态硬盘M.2 2280 NVME 4.0固态拯救者Y7000 R9000 PM9A1 1T PCIE 4.0固态 游戏本扩容升级联想售后联保三年,10051609236519,100.00g,,PCIe 3.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),固态硬盘*1,,,,128M,,70,,长80mm；宽22mm；高2mm,30,100%,此商品暂时还没有买家印象哦~,TLC,, 博联电脑办公专营店,,,,,,,,,,,,,,,,,
621,1099.00,金士顿(Kingston) 2TB SSD固态硬盘 M.2接口(NVMe协议) KC2500系列,"读取高达3500MB/S,发烧级NVMe,高端电竞玩家的优质选择！【性价比PCIe4.0来袭，戳】查看>", 金士顿（Kingston）,金士顿SKC2500M8/2000GBKCN,100018606148,30.00g,中国大陆，中国台湾,,,2TB及以上,M.2接口(NVMe协议),SSD*1,KC2500系列,SKC2500M8/2000GBKCN或SKC2500M8/2000G或SKC2500M8/2000GBKCN-L,2900MB/s,无缓存,3500MB/s,0°C~70°C,1200TBW,长80mm；宽22mm；高3.5mm,-40°C~85°C,99%,读取快捷 运行稳定 兼容性佳 做工一流 质量上乘 倍感舒适 精致美观 尺寸合适 方便快捷 毫无异味 结实牢固,TLC,,,,,,,,,,,,,,,,,,,
622,329.00,铠侠（Kioxia） RC10/TC10 固态硬盘 SSD NVMe M.2接口 台式机笔记本硬盘 RC10 NVMe 500GB,【新品限量抢购】原厂颗粒，品质保证, 铠侠（Kioxia）,铠侠（Kioxia） RC10/TC10 固态硬盘 SSD NVMe M.2接口 台式机笔记本硬盘 RC10 NVMe 500GB,70910751849,200.00g,,,,480-512GB,M.2接口（SATA总线）,暂无,,,,,,0 °C 至 85 °C,,,-40 °C 至 85 °C,99%,传输快捷 质量上乘 十分稳固 运行速快 简单方便 运行超快 读写迅速,TLC,G2, 中联电脑配件专营店,,,,,,,,,,,,,,,,,
623,329.00,阿斯加特（Asgard）512GB SSD固态硬盘 M.2接口(NVMe协议) AN3.0 五年质保TLC颗粒,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 阿斯加特（Asgard）,阿斯加特Asgard AN3.0 512GNVMe-M.2/80,100027431470,155.00g,中国大陆,PCIe 3.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),SSD固态*1,AN3.0,Asgard AN3.0 512GNVMe-M.2/80,2700MB/s,无缓存,3200MB/s,0°C-70°C,300TBW,长80mm；宽22mm；高2mm,-40°C -85°C,97%,读写迅速 传输稳定 运行超快 简单方便 功能强大 高端大气 尺寸合适 放心使用 运行稳定 十分流畅,TLC,,,,,,,,,,,,,,,,,,,
624,319.00,浦科特（Plextor） 256GB SSD固态硬盘 M.2接口(NVMe协议) M10eGN PCIe 4.0 x4 原厂颗粒 畅享升级 物超所值,原厂原片颗粒，3D进化，品质出众！持久稳定！读速高达3600MB/s, 浦科特（PLEXTOR）,浦科特256M10e,100014570211,40.00g,中国台湾,,3000-4500MB/s,240-256GB,M.2接口(NVMe协议),固态硬盘、快速安装指南,,,2100MB/s,无缓存,3600MB/s,0°C ~ 70°C,160TBW,长80mm；宽22mm；高2.3mm,-40℃~85℃,98%,稳定可靠 读写迅速 运行稳定 质量上乘 做工一流 轻巧灵便 简单方便 倍感舒适 十分大气,TLC,,,,,,,,,,,,,,,,,,,
625,179.00,梵想（FANXIANG）256GB SSD固态硬盘 M.2接口(SATA总线) S201系列,【新升级1024G】S500国潮系列，TLC颗粒，疾速性能，势不可挡！M.2接口(NVMe协议)查看>, 梵想（FANXIANG）,梵想S201,100013123620,15.00g,中国大陆,,,240-256GB,M.2接口（SATA总线）,SSD固态硬盘*1,S201,S201-256G,460MB/s,无缓存,550MB/s,0℃ ~ 70℃,80TBW,长22mm；宽80mm；高3.5mm,-20°C ~ 85°C,98%,稳定性佳 写入迅速 运行速快 读取快捷,TLC,,,,,,,,,,,,,,,,,,,
626,499.00,金士顿(Kingston) 512GB SSD固态硬盘 mSATA接口 KC600系列,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 金士顿（Kingston）,金士顿SKC600MS/512G,100021320332,20.00g,中国大陆、中国台湾,,,480-512GB,MSATA接口,SSD*1,KC600 MS系列,SKC600MS/512GBKCN或SKC600MS/512G,520MB/s,无缓存,550MB/s,0°C〜70°C,300TBW,50.8mm x29.85mm x4.85mm,-40°C〜85°C,99%,运行稳定 方便快捷 质量上乘 传输快捷 简单方便 稳定可靠 兼容性佳 效果显著 十分大气 尺寸合适,其他,,,,,,,,,,,,,,,,,,,
627,549.00,七彩虹（Colorful） CN600 M.2 NVMe PCIe3.0 SSD台式笔记本固态硬盘 固态硬盘M.2 nvme【1TB战戟】国产颗粒,【99秒杀节】新品CN700-PCIE4.0全新上市，限量赠送七彩虹手绘超长鼠标垫，晒单返10元红包详询客服~查看>, 七彩虹（Colorful）,七彩虹（Colorful） CN600 M.2 NVMe PCIe3.0 SSD台式笔记本固态硬盘 固态硬盘M.2 nvme【1TB战戟】国产颗粒,10044237182729,500.00g,,,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),暂无,CN600,CN600 1TB战戟,2600MB/s,无缓存,3300MB/s,0 - 70 ℃ 运行温度,600TBW,长80mm；宽22mm；高3.65mm,-10~70°C,98%,加载很快 反应灵敏 读写迅速 结实耐用 简单方便,TLC,6971043072696, 七彩虹旗舰店,,,,,,,,,,,,,,,,,
628,649.00,英睿达（Crucial）美光 1TB Type-c USB3.2移动固态硬盘(PSSD)X8系列 传输速度1050MB/s金属外壳美光原厂出品,【下单限量抽免单】1050MB/s传输【TypeC设备直连，图片视频一键传输】1T大容量，游戏娱乐，一盘搞定！——【旗舰SSD预售中, Crucial,CrucialCT1000X8SSD9,100013021696,200.00g,中国 美国 新加坡 墨西哥 泰国,,,960GB-1TB,Type-C，USB3.2,Crucial 英睿达 X8 移动固态硬盘PSSD； USB 3.2 Gen2 Type-C 转 Type-C USB 线缆 (10Gb/s)； USB 3.2 Gen1/USB 3.0 Type-C 转 USB-A 适配器 (5Gb/s),X8系列,CT1000X8SSD9,,,,,,长110mm；宽11.5mm；高53mm,,96%,小巧可爱 读取快捷 方便快捷 做工一流 稳定性佳 尺寸合适 手感一流 质量上乘 系统良好 结实耐用 传输快捷,,,,软件加密,1000-2000MB/s,金属,黑色,1050MB/s,1050MB/s,无指示灯,Windows XP；Windows 7；Windows 8；Windows 10；MacOS,只换不修,,,,,,,,
629,799.00,阿斯加特（Asgard）1TB SSD固态硬盘 M.2接口(NVMe协议PCIe 4.0 x4) 五年保固 TLC颗粒 1GB独立缓存,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 阿斯加特（Asgard）,阿斯加特Asgard AN4 1TBNVMe-M.2/80,100026995338,195.00g,中国大陆,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),SSD*1,Asgard AN系列,Asgard AN4 1TBNVMe-M.2/80,6600MB/s,1GB,7000MB/s,0-70℃,700TBW,长80mm；宽22mm；高15mm,-20-70℃,97%,传输快捷 散热超快 兼容性佳 精致美观 高端大气 读写迅速 简单方便 灯光炫酷 功能性强 系统稳定 系统良好,TLC,,,,,,,,,,,,,,,,,,,
630,399.00,移速（MOVE SPEED）960GB SSD固态硬盘 SATA3.0 金钱豹系列 电竞升级高速 五年质保,, 移速（MOVE SPEED）,移速金钱豹系列,100014004495,70.00g,中国大陆,,2000MB/s以下,960GB-1TB,SATA接口,SSDx1、说明书x1,,YSSDJQB-960GB,520MB/s,无缓存,560MB/s,0°C to 70°C,640TBW,长100mm；宽69.68mm；高6.85mm,-40°C ~ 85°C,98%,做工一流 运行超快 加载很快 质量上乘 简单方便 方便快捷,其他,,,,,,,,,,,,,,,,,,,
631,139.00,影驰 （Galaxy）SSD固态硬盘 SATA3.0 铁甲战将系列 【SATA 3】铁甲240G 固态,影驰固态硬盘升级利器开机迅速3年包换更多M.2系列购买链接https://item.jd.com/6378582206查看>, 影驰,影驰 （Galaxy）SSD固态硬盘 SATA3.0 铁甲战将系列 【SATA 3】铁甲240G 固态,65775737576,300.00g,,,,240-256GB,SATA接口,硬盘*1 保修卡*1 SATA3数据线*1,,,,,,暂无数据,,,暂无数据,98%,质量上乘 网络稳定 读写迅速,TLC,, 影驰旗舰店,,,,,,,,,,,,,,,,,
632,1299.00,西部数据(WD)2TB NVMe 移动固态硬盘（PSSD） My Passport随行SSD版 星河银 Type-C接口 防摔 加密,【评价晒单赢500京豆】刀锋设计，AES硬件加密，6倍速度，读速达1050MB/s【小巧便携移动固态，3倍速度提升】【立即参加】, 西部数据（WD）,西部数据WDBAGF0020BSL,100009716463,134.00g,中国大陆,,,2TB及以上,Type-C,便携式 SSD 硬盘、数据线、《快速安装指南》,My Passport随行SSD版,WDBAGF0020BSL-CESN,,,,,,长100mm；宽55mm；高9mm,,98%,小巧玲珑 读取快捷 方便快捷 轻薄精巧 质量上乘 做工一流 省力便捷 复制很快 接头齐全 传输稳定 系统良好,,,,软件加密,1000-2000MB/s,非金属,银色,1000MB/s,1050MB/s,无指示灯,Windows 7；Windows 8；Windows 10；MacOS,只换不修,,,,,,,,
633,455.00,光威（Gloway）960GB SSD固态硬盘｜SATA6Gb/s接口｜悍将系列-高速版,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 光威（Gloway）,光威GLOWAY STK960GS3-S7,100004542170,75.00g,中国大陆,,,960GB-1TB,SATA接口,SSD固态硬盘X1，保修卡X1,悍将STK系列,GLOWAY STK960GS3-S7,460MB/s,无缓存,560MB/s,0°C-70°C,640TBW,长100mm；宽69.85mm；高7mm,-40°C -85°C,98%,简单方便 质量上乘 运行超快 运行稳定 传输快捷 做工一流 反应灵敏 方便快捷 精致漂亮 结实耐用,其他,,,,,,,,,,,,,,,,,,,
634,1569.00,金士顿（Kingston） SSD固态硬盘PCle4.0×4 NVMe m.2固态硬盘台式机/笔记本 2048G即2TB KC3000 旗舰款,"【金士顿旗舰店】金士顿KC3000固态硬盘,PCIe4.0高速性能,读速高达7000MB/S,出色响应速度！立即购买查看>", 金士顿（Kingston）,金士顿（Kingston）M.2固态,10048436336638,30.00g,,PCIe 4.0,4500MB/s及以上,480-512GB,M.2接口(NVMe协议),SSD*1,,,3900MB/s,无缓存,7000MB/s,0°C〜70°C,,长80mm；宽22mm；高2.21mm,-40°C〜85°C,99%,传输快捷 质量上乘 兼容性佳 简单方便,,,,,,,,,,,,,,,,,,,,
635,1399.00,三星（SAMSUNG） 2TB Type-c USB 3.2 移动固态硬盘（PSSD） T7 红色 NVMe传输速度1050MB/s 超薄时尚,【晒单抽百元E卡！部分型号白条三期免息！】金属机身，高端商务！查看查看>, 三星（SAMSUNG）,三星三星PSSD-MU-PC2T0R,100013123434,170.00g,韩国,,,2TB及以上,USB3.2,三星移动固态硬盘T7 × 1、USB3.2连接线Type C至Type C × 1、USB3.2连接线Type C至Type A（连接线支持USB3.2 Gen 2）× 1、快速入门指南× 1、包装彩盒×1,USB 3.2（Gen2，10Gbps）向后兼容,MU-PC2T0R,,,,,,长85mm；宽57mm；高8mm,,97%,小巧可爱 传输快捷 颜值颇高 质量上乘 方便快捷 稳定性佳 做工一流 手感一流 连接稳固 兼容性佳 倍感舒适,,MU-PC2T0R,,软件加密,1000-2000MB/s,金属,红色,1000MB/s,1050MB/s,有指示灯,Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
636,142.00,联想（Lenovo) 128GB SSD固态硬盘 M.2接口(NVMe协议) SL700拯救者系列 2280板型,"【品牌闪购日,限时活动价142】发烧级SSD,NVMe协议,高端游戏玩家之选！晒单抽E卡查看>", 联想（Lenovo）,联想拯救者 SL700 M.2 2280 NVMe PCIe,7602766,60.00g,中国大陆,,,120-128GB,M.2接口(NVMe协议),固态硬盘 × 1、保修卡 × 1、散热片× 1、散热胶× 1、固态螺丝× 2,拯救者,拯救者 SL700 M.2 2280 NVMe PCIe,550MB/s,无缓存,1240MB/s,0~70℃,70TBW,长80mm；宽22mm；高2.3mm,-45~85℃,99%,简单方便 质量上乘 传输快捷 运行超快 方便快捷 反应灵敏 做工一流 兼容性佳 启动快速 颜值颇高,TLC,,,,,,,,,,,,,,,,,,,
637,499.00,影驰（Galaxy）1TB SSD固态硬盘 M.2 PCI-E 2280 擎V2系列,, 影驰,影驰影驰（Galaxy）1TB SSD固态硬盘 M.2 PCI-E 2280 擎V2系列,100020805891,50.00g,中国大陆,PCIe 3.0,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),产品*1，保修卡*1，合格证*1,擎V2,擎V2 1TB,1900MB/s,无缓存,2400MB/s,0-70℃,400TBW,长80mm；宽22mm；高1.35mm,-40~85℃,98%,此商品暂时还没有买家印象哦~,TLC,,,,,,,,,,,,,,,,,,,
638,1189.00,威刚（ADATA）2TB SSD固态硬盘M.2接口(NVMe协议) XPG翼龙 SX8200 Pro,, 威刚（ADATA）,威刚XPG 翼龙SX8200pro 2TB SSD,100016333397,30.00g,中国大陆/中国台湾,PCIe 3.0,3000-4500MB/s,2TB及以上,M.2接口(NVMe协议),M.2 2280 NVMe 2TB SSD × 1,XPG 翼龙SX8200 Pro,SX8200 Pro 2TB,3000MB/s,2GB,3500MB/s,0°C~70°C,1280TBW,长80mm；宽22mm；高2.5mm,-40°C~85°C,97%,读写迅速 系统良好 质量上乘 运行稳定 方便快捷 高端大气 写入迅速,TLC,,,,,,,,,,,,,,,,,,,
639,449.00,海康威视（HIKVISION） SSD固态硬盘 SATA3.0接口 A260 1TB 2.5英寸,【新品上市】SATA3接口，读速高达560MB/s，兼容多平台，三年质保！, 海康威视（HIKVISION）,海康威视（HIKVISION）HS-SSD-A260,10052567574861,65.00g,中国大陆,,,960GB-1TB,SATA接口,SSD固态硬盘*1,A260,HS-SSD-A260,520MB/s,无缓存,560MB/s,0 °C - 70 °C,176TBW,长100.4mm；宽69.9mm；高7mm,-45℃-85℃,96%,此商品暂时还没有买家印象哦~,其他,,,,,,,,,,,,,,,,,,,
640,239.00,朗科（Netac）240GB SSD固态硬盘 MSATA接口 N5M迅猛系列 纤薄小巧 动力强劲,兼容性强丨mSATA接口丨三年质保！, 朗科（Netac）,朗科N5M,1266788,25.00g,中国大陆,,,240-256GB,MSATA接口,1SSD× 1说明书 × 1保修卡,迅猛,N5M,450MB/s,无缓存,550MB/s,0-70 ℃,120TBW,长51mm；宽30mm；高4mm,-40~85℃,98%,运行稳定 简单方便 运行超快 读写迅速 方便快捷 小巧可爱 做工一流 质量上乘 轻巧灵便 效果惊艳,TLC,,,,,,,,,,,,,,,,,,,
641,699.00,三星（SAMSUNG） 980 PRO SSD固态硬盘M.2接口NVMe台式机/笔记本固态硬盘m2 980PRO 500G｜NVMe PCIe 4.0,【分享有礼丨晒单抽100元E卡】强悍速度，高效散热，全功率模式，开启稳定存储新时代！【三星T7】移动固态硬盘，下单送包，晒单再返20元E卡~查看>, 三星（SAMSUNG）,三星（SAMSUNG） 980 PRO SSD固态硬盘M.2接口NVMe台式机/笔记本固态硬盘m2 980PRO 500G｜NVMe PCIe 4.0,10022033704094,80.00g,,,,480-512GB,M.2接口(NVMe协议),硬盘 × 1 ，说明书 × 1，包装彩盒×1,980Pro,MZ-V8P500BW,,,,0 - 70 ℃,,,-40~85°C,98%,读取快捷 十分流畅 手感一流 质量上乘 手感十足 功能强大 十分大气 简洁大方 做工一流 运行超快,TLC,, 三星超畅行专卖店,,,,,,,,,,,,,,,,,
642,169.00,英睿达（crucial） 美光 SSD固态硬盘 SATA3.0接口 美光原厂出品 高速读写 240G-250G BX500系列/SATA3.0,BX500-1T下单仅489元，读速高达540MB/s，性能可靠！安装简便，美光原厂颗粒！，查看>, 英睿达（crucial）,英睿达（crucial）BX500系列/SATA3.0/热销爆款,10034780776468,60.00g,中国大陆,,,240-256GB,SATA接口,暂无,BX500系列,CT240BX500SSD1,,,,0°C 至 70°C,,,0°C 至 70°C,100%,运行超快 运行速快 运行稳定 读写迅速,其他,BX500系列/SATA3.0/热销爆款, 英睿达Crucial旗舰店,,,,,,,,,,,,,,,,,
643,105.00,AirDisk 120GB SSD固态硬盘 M.2接口(NVMe协议) P9系列,【稳定兼容，240G更优惠】原厂颗粒，性能出众活动详情点击查看>, airdisk,airdisk P9 M.2 2280 NVMe SSD 120,100014386023,34.00g,中国大陆,,2000MB/s以下,120-128GB,M.2接口(NVMe协议),P9 M.2 2280 NVMe SSD 120 X1,P9,P9 M.2 2280 NVMe SSD 120GB,500MB/s,无缓存,1800MB/s,0℃~70℃,60TBW,长80mm；宽22mm；高2.25mm,-40℃~85℃,99%,传输快捷 兼容性佳 运行稳定 美观大方 质量上乘 手感十足 十分大气 做工一流 简单方便,其他,,,,,,,,,,,,,,,,,,,
644,469.00,京东京造 1TB SSD固态硬盘 M.2接口（NVMe协议）PCIe3.0四通道 3系列（JZ-SSD1T-3）,, 京东京造,京东京造JZ-SSD1T-3,100017905288,50.00g,中国大陆,PCIe 3.0,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),SSD固态硬盘*1 螺丝*1,,,1600MB/s,无缓存,2050MB/s,0℃ to 70℃,350TBW,长80mm；宽22mm；高2.2mm,-40℃ to 85℃,98%,读取快捷 质量上乘 运行稳定 简单方便 做工一流 十分大气 尺寸合适 效果惊艳 方便快捷 运行超快 系统良好,QLC,,,,,,,,,,,,,,,,,,,
645,549.00,威刚（ADATA）华硕天选Air 1代 2代 飞行堡垒7 8代魔霸4 5代笔记本SSD固态硬盘 1TB M.2接口(NVMe/PCie协议) 天选1代/2代/3代,好物精选专适用于天选堡垒, 威刚（ADATA）,威刚（ADATA）华硕天选Air 1代 2代 飞行堡垒7 8代魔霸4 5代笔记本SSD固态硬盘 1TB M.2接口(NVMe/PCie协议) 天选1代/2代/3代,10030441102918,100.00g,,,2000MB/s以下,960GB-1TB,M.2接口(NVMe协议),暂无,,M2 2280 NVME,,,,0°C ~ 70°C,,,- 40°C ~ 85°C,98%,简单方便 传输快捷,SLC,, 石头人电脑专营店,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,309.00,七彩虹(Colorful) 720GB SSD固态硬盘 SATA3.0接口 SL500系列,【出色性能，高性价比，静音运行】升级优选，疾速游戏，三年质保更多系列请点击查看>, 七彩虹（Colorful）,七彩虹SL500 720GB,100002089904,85.00g,中国大陆,,,其他,SATA接口,硬盘*1pcs，图文说明书*1pcs,SATA,SL500 720GB,450MB/s,无缓存,480MB/s,0~70°C,240TBW,长100mm；宽70mm；高7mm,-10°C to 40°C,98%,质量上乘 读写迅速 运行稳定 运行快速 功能强大 运行安静 高端大气 设计超赞 简单方便 尺寸合适 毫无异味,其他,,,,,,,,,,,,,,,,,,,
648,799.00,海康威视（HIKVISION）1TB SSD固态硬盘 M.2接口(NVMe协议PCIe 4.0 x4) C4000ECO系列,, HIKVISION,HIKVISIONSSD固态硬盘,100021924429,100.00g,中国大陆,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),SSD固态硬盘*1 螺丝刀*1 说明书*1,C4000ECO系列,C4000ECO系列-1024GB,4600MB/s,无缓存,5000MB/s,0-70℃,1800TBW,长80.15mm；宽22.15mm；高2.38mm,-40-85°C,97%,方便快捷 十分酷炫 加载很快 读写迅速,TLC,,,,,,,,,,,,,,,,,,,
649,599.00,闪迪（SanDisk） 闪迪移动固态硬盘套装 Type-C USB3.2接口小巧便携SSDE30存储 1T 读速高达520MB/s 套装,闪迪便携1T移动硬盘E61，千兆每秒高速传输，现到手价只需要779详情查看>, 闪迪（SanDisk）,闪迪（SanDisk）SDSSDE30,10049112011170,115.00g,,,,960GB-1TB,Type-C，USB3.2,暂无,高速系列,SDSSDE30-1T00-Z25,,,,,,长96.9mm；宽46.9mm；高9.91mm,,100%,精致美观 稳定可靠 美观大方 时尚大气,,,,,500-1000MB/s,非金属,黑色,,,无指示灯,Windows 8；Windows 10；MacOS,只换不修,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,249.00,联想（Lenovo) 256GB 移动硬盘固态(PSSD)Type-c USB3.1接口 逐星系列 ZX1 银色,"【品牌闪购日,限时闪购价249】超极速传输,时尚又轻薄,办公必备,商务优选点击购买查看>", 联想（Lenovo）,联想ZX1,100011310113,120.00g,中国大陆,,,240-256GB,Type-C，USB3.1,移动硬盘*1 连接数据线*1,ZX,ZX1,,,,,,长100mm；宽29mm；高9mm,,96%,小巧可爱 读取快捷 方便快捷 质量上乘 稳定性佳 反应灵敏 美观大方 做工一流 日常够用 操作方便 不易损坏,,,,,500-1000MB/s,金属,银色,400MB/s,430MB/s,无指示灯,Windows XP；Windows 7；Windows 8；Windows 10；MacOS,,,,,,,,,
652,899.00,磐镭 2TB SSD固态硬盘M.2接口 台式机笔记本硬盘(NVMe协议PCIe 3.0 x4)大容量 2TB-M.2固态硬盘丨五年超长质保,【RTX3080TI-12G】电竞游戏/图形设计/智能学习/独立显卡，震撼上市，价格美丽行业至低，喜欢的小伙伴点击此查看>, 磐镭,磐镭2TB M.2固态硬盘,10036897751661,110.00g,,,2000MB/s以下,2TB及以上,M.2接口(NVMe协议),硬盘 × 1 ，包装彩盒×1,,,2700MB/s,无缓存,1900MB/s,0-70°C运行温度,,长80mm；宽22mm；高2mm,-45°C to 85°C,98%,读取快捷 做工一流 质量上乘 倍感舒适 稳定可靠 兼容性佳 完美兼容 结实耐用 开机顺畅 尺寸合适,,,,,,,,,,,,,,,,,,,,
653,149.00,先锋(Pioneer) 240G SSD固态硬盘 SATA3.0接口 SL2系列,先锋品质，原厂颗粒，性能出众，游戏办公SSD固态硬盘升级优选！更多精彩请点击查看>, pioneer,pioneerSATA3.0 240G SSD固态硬盘 SL2系列,100009042163,60.00g,中国大陆,,,240-256GB,SATA接口,240G SSD固态硬盘 x1,SATA3.0接口 SL2系列,,420MB/s,无缓存,520MB/s,0°C—85°C,120TBW,长100mm；宽70mm；高7mm,40~85°C,99%,运行稳定 质量上乘 读取快捷 做工一流 省力便捷 运行超快 反应灵敏 美观大方 音效超棒 尺寸合适 结实耐用,其他,,,,,,,,,,,,,,,,,,,
654,149.00,储尊（CZ）256GB SSD固态硬盘 M.2接口(NVMe协议) CN501,精选原厂颗粒，高速稳定读写，性能出众，持久高效，广泛兼容，高性价比，电脑装机优选！, 储尊,储尊CN501,100011721353,20.00g,中国大陆,,2000-3000MB/s,240-256GB,M.2接口(NVMe协议),SSD固态硬盘*1,M.2 NVMe,CN501,,无缓存,,0～70℃,,长80mm；宽22mm；高2mm,-40～85℃,98%,传输快捷 质量上乘 高端大气 启动快速 做工一流 运行稳定 时尚大气 运行超快,TLC,,,,,,,,,,,,,,,,,,,
655,719.00,致钛（ZhiTai） 1TB Type-C 移动固态硬盘（PSSD） 木星10 银白 传输速度530MB/s 高速传输 纤薄小巧,【评论赢百元E卡】长江存储移动固态硬盘产品，纤薄小巧，原厂颗粒，传输速度530M/s，移动存储安心之选！更多惊喜请点》, 致钛（ZhiTai）,致钛ST210-1TB,100021586118,160.00g,中国,,,960GB-1TB,Type-C，USB3.2,ZHITAI移动固态硬盘Jupiter10 x1，说明书 x1， USB3.1 Gen1 C-C连接线 x1，USB3.1 Gen1 C-A连接线 x1,木星10/Jupiter10,ZTSS4CH08A11MC,,,,,,长76mm；宽46mm；高10mm,,98%,小巧玲珑 读取快捷 方便快捷 做工一流 质感一流 传输快捷 质量上乘 倍感舒适 兼容性佳 系统良好,,6972894240128,,,500-1000MB/s,金属,银色,510MB/s,530MB/s,有指示灯,Windows 7；Windows 8；Windows 10；MacOS,,,,,,,,,
656,209.00,惠普（HP） 250G SSD固态硬盘 M.2接口(SATA总线) S700系列,【惠普精品，专业存储】3D-NAND，高速读取，广泛兼容，三年质保！只换不修！点我查看查看>, HP,HP2LU79AA#UUF,6245709,65.00g,中国大陆,,,240-256GB,M.2接口（SATA总线）,固态硬盘*1 说明书*1,S700,3D TLC,510MB/s,无缓存,560MB/s,0℃-70℃,145TBW,长80mm；宽22mm；高2.4mm,-25℃-85℃,98%,运行稳定 传输快捷 运行超快 简单方便 读写迅速 尺寸合适 读取快捷,TLC,,,,,,,,,,,,,,,,,,,
657,1329.00,闪迪（SanDisk）2TB SSD固态硬盘 SATA3.0接口 至尊3D进阶版-更高速读写｜西部数据公司荣誉出品,"【闪迪存储！爆品直降,晒单赢20元E卡】3D进阶版2TB耐用性优，畅享速度，5年质保，读取速度560MB/s！【精选NVMe】快速猛戳", 闪迪（SanDisk）,闪迪至尊高速系列3代,4533863,75.00g,中国大陆,,,2TB及以上,SATA接口,闪迪至尊高速固态硬盘2T*1,至尊高速系列,SDSSDH3-2T00,530MB/s,无缓存,560MB/s,0℃ to 70℃,500TBW,长100.5mm；宽69.85mm；高7mm,-55℃ to 85℃,98%,读取快捷 运行稳定 兼容性佳 质量上乘 小巧玲珑 简单方便 方便快捷 办公足够 简洁大方 做工一流 安装便利,TLC,,,,,,,,,,,,,,,,,,,
658,125.00,金胜维（KingSpec） M.2 SATA/NVMe SSD固态硬盘2242/2280规格互不通用 【2280】SATA M.2 240G,请务必与客服确认机型，有协议之分，不能通用。15年固态品牌、有螺丝、可7天试用、售后三年包换。图文评价可联系客服延保90天~足容量M.2接口SATA协议固态查看>, 金胜维（KingSpec）,金胜维（KingSpec） M.2固态注意协议之分,72497568062,60.00g,中国大陆,,,240-256GB,M.2接口（SATA总线）,硬盘*1；螺丝,炫速系列,,,,,0℃-70℃,,,-25℃-75℃,98%,读写迅速 运行稳定 简单方便,,炫速M.2四合一, 金胜维官方旗舰店,,,,,,,,,,,,,,,,,
659,659.00,朗科（Netac）1TB SSD固态硬盘 M.2接口(NVMe协议PCIe 4.0 x4) NV5000绝影系列 4800MB/s读速 智能控温,"【晒单返50E卡】全新PCIe4.0,4800MB/s读取,工作娱乐畅爽操作查看>", 朗科（Netac）,朗科NV5000,100036032536,100.00g,中国大陆,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),1SSD× 1说明书 × 1保修卡 ×2螺丝,绝影系列,NV5000,4600MB/s,无缓存,4800MB/s,0℃-70℃,700TBW,长80mm；宽23.5mm；高11.25mm,-40℃-85℃,98%,精致小巧 传输快捷,TLC,,,,,,,,,,,,,,,,,,,
660,289.00,西部数据（WD） SN770 SSD固态硬盘 M.2 （NVMe协议）pcie4.0 兼容PS5 250GB 标配,兼容PS5等系统，PCIe4.0兼容3.0，200TBW稳固耐用，HBM缓存技术，读速高达4000MB/s，TLC闪存，5年质保为您提供好售后，点击查看更多查看>, 西部数据（WD）,西部数据（WD）SN770系列,10046915062023,41.00g,,PCIe 4.0,3000-4500MB/s,240-256GB,M.2接口(NVMe协议),硬盘*1,SN770,WDS250G3X0E,2000MB/s,无缓存,4000MB/s,0ºC to 85ºC,200TBW,长80mm；宽22mm；高2.38mm,-40ºC至 85ºC,100%,此商品暂时还没有买家印象哦~,TLC,SN770系列, 西部数据茗玥专卖店,,,,,,,,,,,,,,,,,
